ID	TYPE	LEN	PW1_NAME	PW1_ROUTE	PW1_ROUTE_GENES
731	P1	7	Longevity regulating pathway	['n81', 'n82', 'n155', 'n123', 'n124', 'n34', 'n99', 'n101', 'n92']	['ADIPOQ', 'ADIPOR1', 'ADIPOR2', 'APPL1', 'C00076', 'CAMKK2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'C00003', 'SIRT1', 'TP53']
732	P1	7	Longevity regulating pathway	['n81', 'n82', 'n155', 'n123', 'n124', 'n34', 'n99', 'n101', 'n139']	['ADIPOQ', 'ADIPOR1', 'ADIPOR2', 'APPL1', 'C00076', 'CAMKK2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'C00003', 'SIRT1', 'NFKB1', 'RELA']
733	P1	7	Longevity regulating pathway	['n81', 'n82', 'n155', 'n123', 'n124', 'n34', 'n99', 'n101', 'n142']	['ADIPOQ', 'ADIPOR1', 'ADIPOR2', 'APPL1', 'C00076', 'CAMKK2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'C00003', 'SIRT1', 'PPARG']
734	P1	7	Longevity regulating pathway	['n81', 'n82', 'n155', 'n123', 'n124', 'n34', 'n99', 'n101', 'n4']	['ADIPOQ', 'ADIPOR1', 'ADIPOR2', 'APPL1', 'C00076', 'CAMKK2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'C00003', 'SIRT1', 'FOXO1', 'FOXO3']
735	P1	7	Longevity regulating pathway	['n81', 'n82', 'n155', 'n123', 'n124', 'n34', 'n6', 'n163', 'n150']	['ADIPOQ', 'ADIPOR1', 'ADIPOR2', 'APPL1', 'C00076', 'CAMKK2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'MTOR', 'RPTOR', 'AKT1S1', 'ULK1', 'RB1CC1', 'ATG13', 'ATG101', 'Autophagy - animal']
736	P1	6	Longevity regulating pathway	['n81', 'n82', 'n155', 'n123', 'n124', 'n34', 'n6', 'n43']	['ADIPOQ', 'ADIPOR1', 'ADIPOR2', 'APPL1', 'C00076', 'CAMKK2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'MTOR', 'RPTOR', 'AKT1S1', 'mTOR signaling pathway']
737	P1	5	Longevity regulating pathway	['n81', 'n82', 'n155', 'n123', 'n124', 'n128']	['ADIPOQ', 'ADIPOR1', 'ADIPOR2', 'APPL1', 'C00076', 'CAMKK2', 'CAMK4']
738	P2	2	Longevity regulating pathway	['n4', 'n154']	['FOXO1', 'FOXO3', 'ATG5']
739	P2	2	Longevity regulating pathway	['n4', 'n184']	['FOXO1', 'FOXO3', 'SOD2', 'CAT']
740	P2	3	Longevity regulating pathway	['n29', 'n4', 'n154']	['PRKACA', 'PRKACB', 'PRKACG', 'FOXO1', 'FOXO3', 'ATG5']
741	P2	3	Longevity regulating pathway	['n29', 'n4', 'n184']	['PRKACA', 'PRKACB', 'PRKACG', 'FOXO1', 'FOXO3', 'SOD2', 'CAT']
742	P2	2	Longevity regulating pathway	['n29', 'n4', 'n49']	['PRKACA', 'PRKACB', 'PRKACG', 'FOXO1', 'FOXO3', 'FoxO signaling pathway']
743	P2	2	Longevity regulating pathway	['n29', 'n161']	['PRKACA', 'PRKACB', 'PRKACG', 'EHMT2', 'EHMT1']
744	P2	7	Longevity regulating pathway	['n73', 'n74', 'n34', 'n162', 'n59', 'n6', 'n5']	['TP53', 'SESN3', 'SESN1', 'SESN2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'TSC2', 'TSC1', 'RHEB', 'MTOR', 'RPTOR', 'AKT1S1', 'RPS6KB1', 'RPS6KB2']
745	P2	7	Longevity regulating pathway	['n73', 'n74', 'n34', 'n162', 'n59', 'n6', 'n163', 'n150']	['TP53', 'SESN3', 'SESN1', 'SESN2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'TSC2', 'TSC1', 'RHEB', 'MTOR', 'RPTOR', 'AKT1S1', 'ULK1', 'RB1CC1', 'ATG13', 'ATG101', 'Autophagy - animal']
746	P2	8	Longevity regulating pathway	['n73', 'n74', 'n34', 'n162', 'n59', 'n6', 'n66', 'n67']	['TP53', 'SESN3', 'SESN1', 'SESN2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'TSC2', 'TSC1', 'RHEB', 'MTOR', 'RPTOR', 'AKT1S1', 'EIF4EBP1', 'EIF4E', 'EIF4E1B', 'EIF4E2']
747	P2	6	Longevity regulating pathway	['n73', 'n74', 'n34', 'n162', 'n59', 'n6', 'n43']	['TP53', 'SESN3', 'SESN1', 'SESN2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'TSC2', 'TSC1', 'RHEB', 'MTOR', 'RPTOR', 'AKT1S1', 'mTOR signaling pathway']
748	P2	5	Longevity regulating pathway	['n73', 'n74', 'n34', 'n99', 'n101', 'n102']	['TP53', 'SESN3', 'SESN1', 'SESN2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'C00003', 'SIRT1', 'PPARGC1A']
749	P2	5	Longevity regulating pathway	['n73', 'n74', 'n34', 'n99', 'n101', 'n91']	['TP53', 'SESN3', 'SESN1', 'SESN2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'C00003', 'SIRT1', 'BAX']
750	P2	5	Longevity regulating pathway	['n73', 'n74', 'n34', 'n99', 'n101', 'n92', 'n148']	['TP53', 'SESN3', 'SESN1', 'SESN2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'C00003', 'SIRT1', 'TP53', 'p53 signaling pathway']
751	P2	5	Longevity regulating pathway	['n73', 'n74', 'n34', 'n99', 'n101', 'n139', 'n149']	['TP53', 'SESN3', 'SESN1', 'SESN2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'C00003', 'SIRT1', 'NFKB1', 'RELA', 'NF-kappa B signaling pathway']
752	P2	5	Longevity regulating pathway	['n73', 'n74', 'n34', 'n99', 'n101', 'n142']	['TP53', 'SESN3', 'SESN1', 'SESN2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'C00003', 'SIRT1', 'PPARG']
753	P2	6	Longevity regulating pathway	['n73', 'n74', 'n34', 'n99', 'n101', 'n4', 'n154']	['TP53', 'SESN3', 'SESN1', 'SESN2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'C00003', 'SIRT1', 'FOXO1', 'FOXO3', 'ATG5']
754	P2	6	Longevity regulating pathway	['n73', 'n74', 'n34', 'n99', 'n101', 'n4', 'n184']	['TP53', 'SESN3', 'SESN1', 'SESN2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'C00003', 'SIRT1', 'FOXO1', 'FOXO3', 'SOD2', 'CAT']
755	P2	5	Longevity regulating pathway	['n73', 'n74', 'n34', 'n99', 'n101', 'n4', 'n49']	['TP53', 'SESN3', 'SESN1', 'SESN2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'C00003', 'SIRT1', 'FOXO1', 'FOXO3', 'FoxO signaling pathway']
756	P2	5	Longevity regulating pathway	['n73', 'n74', 'n34', 'n6', 'n5']	['TP53', 'SESN3', 'SESN1', 'SESN2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'MTOR', 'RPTOR', 'AKT1S1', 'RPS6KB1', 'RPS6KB2']
757	P2	5	Longevity regulating pathway	['n73', 'n74', 'n34', 'n6', 'n163', 'n150']	['TP53', 'SESN3', 'SESN1', 'SESN2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'MTOR', 'RPTOR', 'AKT1S1', 'ULK1', 'RB1CC1', 'ATG13', 'ATG101', 'Autophagy - animal']
758	P2	6	Longevity regulating pathway	['n73', 'n74', 'n34', 'n6', 'n66', 'n67']	['TP53', 'SESN3', 'SESN1', 'SESN2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'MTOR', 'RPTOR', 'AKT1S1', 'EIF4EBP1', 'EIF4E', 'EIF4E1B', 'EIF4E2']
759	P2	4	Longevity regulating pathway	['n73', 'n74', 'n34', 'n6', 'n43']	['TP53', 'SESN3', 'SESN1', 'SESN2', 'PRKAG2', 'PRKAG3', 'PRKAA1', 'PRKAA2', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'MTOR', 'RPTOR', 'AKT1S1', 'mTOR signaling pathway']
760	P2	2	Longevity regulating pathway	['n128', 'n132']	['CAMK4', 'PPARGC1A']
761	P1	5	MAPK signaling pathway	['n86', 'n80', 'n70', 'n17', 'n15']	['CD14', 'TAB1', 'MAP3K7', 'MAP3K14', 'NFKB1', 'NFKB2', 'RELA', 'RELB']
762	P1	6	MAPK signaling pathway	['n86', 'n80', 'n70', 'n17', 'n16', 'n15']	['CD14', 'TAB1', 'MAP3K7', 'MAP3K14', 'CHUK', 'IKBKB', 'IKBKG', 'NFKB1', 'NFKB2', 'RELA', 'RELB']
763	P1	5	MAPK signaling pathway	['n86', 'n80', 'n70', 'n16', 'n15']	['CD14', 'TAB1', 'MAP3K7', 'CHUK', 'IKBKB', 'IKBKG', 'NFKB1', 'NFKB2', 'RELA', 'RELB']
764	P1	4	MAPK signaling pathway	['n86', 'n80', 'n70', 'n47', 'n42']	['CD14', 'TAB1', 'MAP3K7', 'NLK', 'Wnt signaling pathway']
765	P1	9	MAPK signaling pathway	['n93', 'n90', 'n128', 'n84', 'n71', 'n577', 'n59', 'n575', 'n51']	['TNF', 'TNFRSF1A', 'TRADD', 'TRAF2', 'MAP3K5', 'MAP2K3', 'MAP2K6', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'MAPKAPK5', 'MAPKAPK3', 'MAPKAPK2', 'RPS6KA4', 'RPS6KA5', 'CDC25B', 'ATF4']
766	P1	8	MAPK signaling pathway	['n93', 'n90', 'n128', 'n84', 'n71', 'n577', 'n59', 'n588']	['TNF', 'TNFRSF1A', 'TRADD', 'TRAF2', 'MAP3K5', 'MAP2K3', 'MAP2K6', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'MEF2C', 'MAX', 'DDIT3', 'ELK4']
767	P1	8	MAPK signaling pathway	['n93', 'n90', 'n128', 'n84', 'n71', 'n577', 'n59', 'n591']	['TNF', 'TNFRSF1A', 'TRADD', 'TRAF2', 'MAP3K5', 'MAP2K3', 'MAP2K6', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'ELK1', 'TP53', 'ATF2']
768	P1	7	MAPK signaling pathway	['n93', 'n90', 'n128', 'n84', 'n115', 'n16', 'n15']	['TNF', 'TNFRSF1A', 'TRADD', 'TRAF2', 'MAP3K1', 'CHUK', 'IKBKB', 'IKBKG', 'NFKB1', 'NFKB2', 'RELA', 'RELB']
769	P1	8	MAPK signaling pathway	['n93', 'n90', 'n128', 'n84', 'n115', 'n102', 'n101', 'n590']	['TNF', 'TNFRSF1A', 'TRADD', 'TRAF2', 'MAP3K1', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'JUN', 'FOS', 'JUND']
770	P1	8	MAPK signaling pathway	['n93', 'n90', 'n128', 'n84', 'n115', 'n102', 'n101', 'n591']	['TNF', 'TNFRSF1A', 'TRADD', 'TRAF2', 'MAP3K1', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'ELK1', 'TP53', 'ATF2']
771	P1	8	MAPK signaling pathway	['n93', 'n90', 'n128', 'n84', 'n115', 'n102', 'n101', 'n582']	['TNF', 'TNFRSF1A', 'TRADD', 'TRAF2', 'MAP3K1', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'NFATC1', 'NFATC3']
772	P1	8	MAPK signaling pathway	['n93', 'n90', 'n128', 'n84', 'n80', 'n70', 'n17', 'n15']	['TNF', 'TNFRSF1A', 'TRADD', 'TRAF2', 'TAB1', 'MAP3K7', 'MAP3K14', 'NFKB1', 'NFKB2', 'RELA', 'RELB']
773	P1	9	MAPK signaling pathway	['n93', 'n90', 'n128', 'n84', 'n80', 'n70', 'n17', 'n16', 'n15']	['TNF', 'TNFRSF1A', 'TRADD', 'TRAF2', 'TAB1', 'MAP3K7', 'MAP3K14', 'CHUK', 'IKBKB', 'IKBKG', 'NFKB1', 'NFKB2', 'RELA', 'RELB']
774	P1	8	MAPK signaling pathway	['n93', 'n90', 'n128', 'n84', 'n80', 'n70', 'n16', 'n15']	['TNF', 'TNFRSF1A', 'TRADD', 'TRAF2', 'TAB1', 'MAP3K7', 'CHUK', 'IKBKB', 'IKBKG', 'NFKB1', 'NFKB2', 'RELA', 'RELB']
775	P1	7	MAPK signaling pathway	['n93', 'n90', 'n128', 'n84', 'n80', 'n70', 'n47', 'n42']	['TNF', 'TNFRSF1A', 'TRADD', 'TRAF2', 'TAB1', 'MAP3K7', 'NLK', 'Wnt signaling pathway']
776	P1	7	MAPK signaling pathway	['n93', 'n90', 'n128', 'n85', 'n115', 'n16', 'n15']	['TNF', 'TNFRSF1A', 'TRADD', 'CASP3', 'MAP3K1', 'CHUK', 'IKBKB', 'IKBKG', 'NFKB1', 'NFKB2', 'RELA', 'RELB']
777	P1	8	MAPK signaling pathway	['n93', 'n90', 'n128', 'n85', 'n115', 'n102', 'n101', 'n590']	['TNF', 'TNFRSF1A', 'TRADD', 'CASP3', 'MAP3K1', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'JUN', 'FOS', 'JUND']
778	P1	8	MAPK signaling pathway	['n93', 'n90', 'n128', 'n85', 'n115', 'n102', 'n101', 'n591']	['TNF', 'TNFRSF1A', 'TRADD', 'CASP3', 'MAP3K1', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'ELK1', 'TP53', 'ATF2']
779	P1	8	MAPK signaling pathway	['n93', 'n90', 'n128', 'n85', 'n115', 'n102', 'n101', 'n582']	['TNF', 'TNFRSF1A', 'TRADD', 'CASP3', 'MAP3K1', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'NFATC1', 'NFATC3']
780	P1	9	MAPK signaling pathway	['n127', 'n36', 'n35', 'n33', 'n31', 'n584', 'n583', 'n18', 'n133']	['CSF1', 'EFNA1', 'EFNA2', 'EFNA3', 'EFNA4', 'EFNA5', 'EGF', 'EREG', 'FGF1', 'FGF2', 'FGF3', 'FGF4', 'FGF5', 'FGF6', 'FGF7', 'FGF8', 'FGF9', 'FGF10', 'VEGFD', 'FLT3LG', 'FGF20', 'FGF21', 'FGF22', 'ANGPT1', 'ANGPT2', 'HGF', 'IGF1', 'IGF2', 'INS', 'AREG', 'KITLG', 'NGF', 'NTF3', 'NTF4', 'ANGPT4', 'PDGFA', 'PDGFB', 'PGF', 'PDGFC', 'BDNF', 'TGFA', 'VEGFA', 'VEGFB', 'VEGFC', 'PDGFD', 'FGF23', 'FGF18', 'FGF17', 'FGF16', 'FGF19', 'CSF1R', 'EGFR', 'EPHA2', 'ERBB2', 'ERBB3', 'ERBB4', 'FGFR1', 'FGFR3', 'FGFR2', 'FGFR4', 'FLT1', 'FLT3', 'FLT4', 'IGF1R', 'INSR', 'KDR', 'KIT', 'MET', 'NGFR', 'NTRK1', 'NTRK2', 'PDGFRA', 'PDGFRB', 'TEK', 'GRB2', 'SOS1', 'SOS2', 'RRAS2', 'MRAS', 'HRAS', 'KRAS', 'NRAS', 'RRAS', 'RAF1', 'ARAF', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'SRF', 'ELK4', 'ELK1']
781	P1	9	MAPK signaling pathway	['n127', 'n36', 'n35', 'n33', 'n31', 'n584', 'n583', 'n18', 'n121']	['CSF1', 'EFNA1', 'EFNA2', 'EFNA3', 'EFNA4', 'EFNA5', 'EGF', 'EREG', 'FGF1', 'FGF2', 'FGF3', 'FGF4', 'FGF5', 'FGF6', 'FGF7', 'FGF8', 'FGF9', 'FGF10', 'VEGFD', 'FLT3LG', 'FGF20', 'FGF21', 'FGF22', 'ANGPT1', 'ANGPT2', 'HGF', 'IGF1', 'IGF2', 'INS', 'AREG', 'KITLG', 'NGF', 'NTF3', 'NTF4', 'ANGPT4', 'PDGFA', 'PDGFB', 'PGF', 'PDGFC', 'BDNF', 'TGFA', 'VEGFA', 'VEGFB', 'VEGFC', 'PDGFD', 'FGF23', 'FGF18', 'FGF17', 'FGF16', 'FGF19', 'CSF1R', 'EGFR', 'EPHA2', 'ERBB2', 'ERBB3', 'ERBB4', 'FGFR1', 'FGFR3', 'FGFR2', 'FGFR4', 'FLT1', 'FLT3', 'FLT4', 'IGF1R', 'INSR', 'KDR', 'KIT', 'MET', 'NGFR', 'NTRK1', 'NTRK2', 'PDGFRA', 'PDGFRB', 'TEK', 'GRB2', 'SOS1', 'SOS2', 'RRAS2', 'MRAS', 'HRAS', 'KRAS', 'NRAS', 'RRAS', 'RAF1', 'ARAF', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MYC']
782	P1	10	MAPK signaling pathway	['n127', 'n36', 'n35', 'n33', 'n31', 'n584', 'n583', 'n18', 'n578', 'n124']	['CSF1', 'EFNA1', 'EFNA2', 'EFNA3', 'EFNA4', 'EFNA5', 'EGF', 'EREG', 'FGF1', 'FGF2', 'FGF3', 'FGF4', 'FGF5', 'FGF6', 'FGF7', 'FGF8', 'FGF9', 'FGF10', 'VEGFD', 'FLT3LG', 'FGF20', 'FGF21', 'FGF22', 'ANGPT1', 'ANGPT2', 'HGF', 'IGF1', 'IGF2', 'INS', 'AREG', 'KITLG', 'NGF', 'NTF3', 'NTF4', 'ANGPT4', 'PDGFA', 'PDGFB', 'PGF', 'PDGFC', 'BDNF', 'TGFA', 'VEGFA', 'VEGFB', 'VEGFC', 'PDGFD', 'FGF23', 'FGF18', 'FGF17', 'FGF16', 'FGF19', 'CSF1R', 'EGFR', 'EPHA2', 'ERBB2', 'ERBB3', 'ERBB4', 'FGFR1', 'FGFR3', 'FGFR2', 'FGFR4', 'FLT1', 'FLT3', 'FLT4', 'IGF1R', 'INSR', 'KDR', 'KIT', 'MET', 'NGFR', 'NTRK1', 'NTRK2', 'PDGFRA', 'PDGFRB', 'TEK', 'GRB2', 'SOS1', 'SOS2', 'RRAS2', 'MRAS', 'HRAS', 'KRAS', 'NRAS', 'RRAS', 'RAF1', 'ARAF', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MKNK2', 'MKNK1', 'RPS6KA6', 'RPS6KA1', 'RPS6KA2', 'RPS6KA3', 'ATF4']
783	P1	8	MAPK signaling pathway	['n572', 'n571', 'n83', 'n71', 'n577', 'n59', 'n575', 'n51']	['TGFB1', 'TGFB2', 'TGFB3', 'FASLG', 'FAS', 'TGFBR1', 'TGFBR2', 'DAXX', 'MAP3K5', 'MAP2K3', 'MAP2K6', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'MAPKAPK5', 'MAPKAPK3', 'MAPKAPK2', 'RPS6KA4', 'RPS6KA5', 'CDC25B', 'ATF4']
784	P1	7	MAPK signaling pathway	['n572', 'n571', 'n83', 'n71', 'n577', 'n59', 'n588']	['TGFB1', 'TGFB2', 'TGFB3', 'FASLG', 'FAS', 'TGFBR1', 'TGFBR2', 'DAXX', 'MAP3K5', 'MAP2K3', 'MAP2K6', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'MEF2C', 'MAX', 'DDIT3', 'ELK4']
785	P1	7	MAPK signaling pathway	['n572', 'n571', 'n83', 'n71', 'n577', 'n59', 'n591']	['TGFB1', 'TGFB2', 'TGFB3', 'FASLG', 'FAS', 'TGFBR1', 'TGFBR2', 'DAXX', 'MAP3K5', 'MAP2K3', 'MAP2K6', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'ELK1', 'TP53', 'ATF2']
786	P1	4	MAPK signaling pathway	['n585', 'n46', 'n45', 'n44']	['Serum, EGF, reactive oxygen species, or Srk tyrosinkinase downstream', 'MAP2K5', 'MAPK7', 'NR4A1']
787	P2	3	MAPK signaling pathway	['n105', 'n101', 'n590', 'n41']	['MECOM', 'MAPK8', 'MAPK9', 'MAPK10', 'JUN', 'FOS', 'JUND', 'Apoptosis']
788	P2	3	MAPK signaling pathway	['n105', 'n101', 'n591', 'n43']	['MECOM', 'MAPK8', 'MAPK9', 'MAPK10', 'ELK1', 'TP53', 'ATF2', 'p53 signaling pathway']
789	P2	3	MAPK signaling pathway	['n105', 'n101', 'n582']	['MECOM', 'MAPK8', 'MAPK9', 'MAPK10', 'NFATC1', 'NFATC3']
790	P2	2	MAPK signaling pathway	['n133', 'n119', 'n576']	['SRF', 'ELK4', 'ELK1', 'FOS', 'Proliferation']
791	P1	7	Melanogenesis	['n18', 'n14', 'n42', 'n41', 'n40', 'n39', 'n5']	['KITLG', 'KIT', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'MITF']
792	P1	6	Melanogenesis	['n35', 'n37', 'n28', 'n31', 'n49', 'n26', 'n50']	['POMC', 'MC1R', 'GNAS', 'ADCY1', 'ADCY2', 'ADCY3', 'ADCY5', 'ADCY6', 'ADCY7', 'ADCY8', 'ADCY9', 'ADCY4', 'C00575', 'PRKACA', 'PRKACB', 'PRKACG', 'CREBBP', 'EP300', 'CREB3', 'CREB1', 'CREB3L4', 'CREB3L2', 'CREB3L3', 'CREB3L1']
793	P1	7	Melanogenesis	['n38', 'n22', 'n36', 'n1', 'n33', 'n34', 'n27']	['WNT16', 'WNT4', 'WNT1', 'WNT2', 'WNT3', 'WNT5A', 'WNT6', 'WNT7A', 'WNT7B', 'WNT8A', 'WNT8B', 'WNT10B', 'WNT11', 'WNT2B', 'WNT9A', 'WNT9B', 'WNT10A', 'WNT5B', 'WNT3A', 'FZD10', 'FZD2', 'FZD5', 'FZD3', 'FZD1', 'FZD4', 'FZD6', 'FZD7', 'FZD8', 'FZD9', 'GNAO1', 'GNAQ', 'DVL1', 'DVL2', 'DVL3', 'GSK3B', 'CTNNB1', 'LEF1', 'TCF7', 'TCF7L2', 'TCF7L1']
794	P2	2	Melanogenesis	['n5', 'n190']	['MITF', 'DCT', 'TYRP1', 'TYR']
795	P2	3	Melanogenesis	['n15', 'n5', 'n190']	['MITF', 'MITF', 'DCT', 'TYRP1', 'TYR']
796	P2	4	Melanogenesis	['n27', 'n15', 'n5', 'n190']	['LEF1', 'TCF7', 'TCF7L2', 'TCF7L1', 'MITF', 'MITF', 'DCT', 'TYRP1', 'TYR']
797	P2	4	Melanogenesis	['n50', 'n15', 'n5', 'n190']	['CREBBP', 'EP300', 'CREB3', 'CREB1', 'CREB3L4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'MITF', 'MITF', 'DCT', 'TYRP1', 'TYR']
798	P1	6	Melanoma	['n15', 'n14', 'n35', 'n34', 'n33', 'n32']	['EGF', 'FGF1', 'FGF2', 'FGF3', 'FGF4', 'FGF5', 'FGF6', 'FGF7', 'FGF8', 'FGF9', 'FGF10', 'FGF20', 'FGF21', 'FGF22', 'HGF', 'IGF1', 'PDGFA', 'PDGFB', 'PDGFC', 'PDGFD', 'FGF23', 'FGF18', 'FGF17', 'FGF16', 'FGF19', 'EGFR', 'FGFR1', 'IGF1R', 'MET', 'PDGFRA', 'PDGFRB', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'RAF1', 'BRAF', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3']
799	P1	5	Melanoma	['n15', 'n14', 'n35', 'n28', 'n19', 'n27']	['EGF', 'FGF1', 'FGF2', 'FGF3', 'FGF4', 'FGF5', 'FGF6', 'FGF7', 'FGF8', 'FGF9', 'FGF10', 'FGF20', 'FGF21', 'FGF22', 'HGF', 'IGF1', 'PDGFA', 'PDGFB', 'PDGFC', 'PDGFD', 'FGF23', 'FGF18', 'FGF17', 'FGF16', 'FGF19', 'EGFR', 'FGFR1', 'IGF1R', 'MET', 'PDGFRA', 'PDGFRB', 'HRAS', 'KRAS', 'NRAS', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3', 'C05981', 'AKT3', 'AKT1', 'AKT2']
800	P2	4	Melanoma	['n21', 'n18', 'n107', 'n23']	['TP53', 'CDKN1A', 'CDK4', 'CDK6', 'CCND1', 'RB1']
801	P2	2	Melanoma	['n27', 'n16']	['AKT3', 'AKT1', 'AKT2', 'BAD']
802	P2	2	Melanoma	['n32', 'n140']	['MAPK1', 'MAPK3', 'CCND1', 'CDK4']
803	P2	3	Mitophagy - animal	['n99', 'n18', 'n4']	['ATF4', 'PRKN', 'MFN1', 'MFN2']
804	P2	3	Mitophagy - animal	['n99', 'n18', 'n57']	['ATF4', 'PRKN', 'RHOT1', 'RHOT2']
805	P2	3	Mitophagy - animal	['n99', 'n18', 'n11']	['ATF4', 'PRKN', 'AMBRA1']
806	P2	4	Mitophagy - animal	['n99', 'n18', 'n70', 'n146']	['ATF4', 'PRKN', 'ATG5', 'TFEB', 'MITF', 'TFE3']
807	P2	4	Mitophagy - animal	['n99', 'n18', 'n71', 'n146']	['ATF4', 'PRKN', 'ATG9B', 'ATG9A', 'TFEB', 'MITF', 'TFE3']
808	P2	2	Mitophagy - animal	['n104', 'n53']	['HIF1A', 'BNIP3']
809	P2	2	Mitophagy - animal	['n104', 'n54']	['HIF1A', 'BNIP3L']
810	P2	2	Mitophagy - animal	['n109', 'n53']	['E2F1', 'BNIP3']
811	P2	2	Mitophagy - animal	['n111', 'n53']	['RELA', 'BNIP3']
812	P2	2	Mitophagy - animal	['n116', 'n54']	['TP53', 'BNIP3L']
813	P2	2	Mitophagy - animal	['n121', 'n54']	['SP1', 'BNIP3L']
814	P2	3	Mitophagy - animal	['n126', 'n18', 'n4']	['JUN', 'PRKN', 'MFN1', 'MFN2']
815	P2	3	Mitophagy - animal	['n126', 'n18', 'n57']	['JUN', 'PRKN', 'RHOT1', 'RHOT2']
816	P2	3	Mitophagy - animal	['n126', 'n18', 'n11']	['JUN', 'PRKN', 'AMBRA1']
817	P2	4	Mitophagy - animal	['n126', 'n18', 'n70', 'n146']	['JUN', 'PRKN', 'ATG5', 'TFEB', 'MITF', 'TFE3']
818	P2	4	Mitophagy - animal	['n126', 'n18', 'n71', 'n146']	['JUN', 'PRKN', 'ATG9B', 'ATG9A', 'TFEB', 'MITF', 'TFE3']
819	P2	3	Mitophagy - animal	['n131', 'n132', 'n54']	['FOXO3', 'CITED2', 'BNIP3L']
